#{"t_start": 1776329272.3720527, "env_id": "None"}
r,l,t
-43.965708,22,2961.027853
-60.457303,33,2961.246281
-43.976395,22,2961.383043
-40.235052,22,2961.514789
-57.196829,31,2961.71425
-57.649151,31,2961.910464
-57.878655,32,2962.108615
-43.991143,22,2962.247291
-37.873927,19,2962.368616
-59.551339,31,2962.571589
-43.678711,22,2962.706676
-37.822106,21,2962.827499
-42.133499,22,2962.974755
-56.763762,32,2963.176563
-39.208675,20,2963.299513
-65.397992,38,2963.538322
-40.881365,22,2963.678367
-54.290575,29,2963.913702
-56.993212,32,2964.115808
-43.912917,21,2964.250664
-37.770745,19,2964.381938
-53.99521,28,2964.573827
-38.899742,20,2964.695462
-60.194012,32,2964.901881
-42.10755,21,2965.038038
-41.047555,22,2965.189929
-43.904661,22,2965.3251
-48.837323,23,2965.467635
-40.147956,20,2965.598061
-42.343087,21,2965.743753
-47.823087,22,2965.885674
-44.509179,23,2966.028645
-46.029178,22,2966.174408
-42.558782,21,2966.315657
-37.616629,19,2966.433921
-45.443958,22,2966.5693
-43.961199,21,2966.700538
-60.665587,32,2966.958845
-43.835246,22,2967.100304
-59.402108,33,2967.313615
-42.2554,21,2967.446137
-43.844429,23,2967.601139
-62.164802,33,2967.803303
-38.615974,22,2967.939749
-57.691065,32,2968.164262
-56.491053,31,2968.359979
-43.676014,21,2968.490852
-47.961328,23,2968.639462
-47.529355,22,2968.785875
-37.650412,20,2968.918633
-60.878397,32,2969.113848
-43.824264,21,2969.242399
-37.674619,20,2969.379956
-60.145198,33,2969.595723
-39.391836,21,2969.734606
-59.242603,31,2969.930829
-56.585499,29,2970.18224
-56.60487,30,2970.384098
-55.651311,29,2970.558091
-57.241985,28,2970.728532
-43.791705,21,2970.862061
-40.733394,21,2971.001087
-54.832192,30,2971.190464
-46.175205,21,2971.314984
-38.875431,21,2971.453344
-61.471704,33,2971.66165
-47.884459,23,2971.802283
-42.46047,23,2971.944689
-66.850378,40,2972.211492
-43.330927,21,2972.336533
-37.867348,20,2972.461273
-58.948463,30,2972.638605
-41.049573,23,2972.780222
-58.461974,31,2972.986144
-52.513843,25,2973.132481
-59.844511,30,2973.307327
-43.808679,21,2973.436695
-40.607141,21,2973.634371
-50.634866,24,2973.780581
-40.091655,20,2973.907028
-59.832481,31,2974.116055
-45.392211,22,2974.247961
-51.480616,23,2974.394949
-40.589517,22,2974.522648
-59.392436,31,2974.733309
-36.25066,20,2974.85935
-58.887523,32,2975.059843
-37.294715,19,2975.180349
-57.958685,29,2975.383974
-56.400661,30,2975.56835
-53.884148,28,2975.740748
-36.162703,20,2975.864985
-59.299149,31,2976.076506
-47.641844,22,2976.211548
-38.934503,22,2976.34943
-62.179068,33,2976.554878
-43.65091,22,2976.693737
-43.771884,20,2976.89542
-43.599693,22,2977.032194
-61.323226,33,2977.242314
-40.817937,22,2977.394194
-55.949131,31,2977.594648
-42.252212,21,2977.725169
-37.804801,20,2977.854178
-56.999729,30,2978.052819
-56.503386,30,2978.24474
-42.38002,21,2978.388333
-37.649237,20,2978.511472
-56.235901,30,2978.714628
-43.740632,22,2978.852377
-40.341365,21,2978.981663
-58.687354,31,2979.173549
-43.897972,23,2979.325792
-56.278684,31,2979.532311
-57.633228,28,2979.707527
-43.405618,22,2979.845391
-47.019129,23,2979.997695
-47.952393,22,2980.206134
-44.025563,21,2980.336408
-37.594401,20,2980.458935
-56.028077,31,2980.666388
-45.141098,22,2980.8078
-40.488231,20,2980.934758
-56.232295,30,2981.126965
-57.407413,31,2981.335292
-54.464022,29,2981.514291
-37.542284,21,2981.652708
-58.19696,30,2981.836386
-59.172519,31,2982.045934
-66.173039,39,2982.301898
-59.620218,34,2982.52831
-40.953314,22,2982.666449
-58.636815,32,2982.886481
-63.012936,37,2983.12447
-49.513066,23,2983.260741
-64.098358,38,2983.493327
-48.316113,23,2983.636021
-43.591149,23,2983.832321
-45.157987,24,2983.984221
-39.183201,21,2984.110034
-56.718994,30,2984.320839
-46.34193,22,2984.457365
-40.069127,21,2984.583987
-56.08794,28,2984.76122
-45.254502,22,2984.943781
-42.021085,22,2985.089646
-58.327751,33,2985.290709
-45.481641,22,2985.425669
-43.939372,22,2985.570823
-58.567512,32,2985.802426
-37.817416,20,2985.930142
-58.991321,32,2986.135288
-39.081896,20,2986.261232
-42.351895,22,2986.410003
-43.843495,23,2986.554303
-40.833,21,2986.681577
-43.551843,22,2986.822931
-41.967348,22,2987.032449
-42.482825,21,2987.161633
-45.147721,22,2987.293434
-45.337564,22,2987.455919
-38.859508,21,2987.591524
-63.098791,36,2987.809917
-43.488407,22,2987.947759
-42.060386,21,2988.077259
-44.79641,22,2988.23403
-66.386596,39,2988.479096
-42.246213,21,2988.609951
-37.485885,20,2988.735612
-65.931022,38,2988.972174
-44.323737,22,2989.10165
-42.781054,22,2989.229644
-42.322286,21,2989.361136
-38.015897,19,2989.481061
-60.189836,33,2989.67345
-37.880884,21,2989.794919
-65.139544,39,2990.13192
-37.720393,20,2990.251818
-58.212632,30,2990.436509
-42.478678,21,2990.562822
-39.242711,20,2990.687757
-57.254907,31,2990.886745
-39.458558,20,2991.007882
-57.624389,30,2991.188101
-54.994108,30,2991.383559
-63.288777,38,2991.632763
-40.710628,21,2991.756752
-40.7506,21,2991.890251
-43.42155,22,2992.035143
-44.188467,21,2992.181738
-40.394337,20,2992.302066
-60.560015,33,2992.520339
-57.66104,31,2992.742951
-42.426685,22,2992.877776
-58.059571,31,2993.073014
-42.417665,20,2993.19428
-55.907366,28,2993.430643
-37.643056,21,2993.591566
-59.358392,31,2993.781749
-56.062301,31,2993.974319
-43.916949,22,2994.115453
-48.03152,23,2994.281247
-43.602275,21,2994.416639
-37.715511,19,2994.528458
-54.085274,28,2994.713927
-57.26656,31,2994.907922
-39.20312,20,2995.032319
-54.570478,30,2995.218584
-62.614074,37,2995.476654
-56.578496,29,2995.653513
-57.453755,29,2995.832923
-56.844844,30,2996.021765
-40.825957,20,2996.147305
-37.510051,21,2996.289062
-58.70161,31,2996.49868
-39.202935,21,2996.626009
-58.035657,30,2996.865659
-44.003382,21,2997.017614
-38.905903,19,2997.145023
-54.93575,29,2997.330052
-57.150207,30,2997.535375
-56.735807,30,2997.720089
-46.287009,22,2997.934129
-49.310606,24,2998.102324
-43.280623,21,2998.257189
-39.239636,20,2998.398848
-38.794741,21,2998.531983
-58.352458,31,2998.724641
-43.701298,22,2998.875175
-43.970718,21,2999.012242
-38.816403,20,2999.136541
-56.341422,30,2999.319541
-40.776917,21,2999.462554
-43.968592,21,2999.664931
-37.711916,19,2999.779946
-49.468651,23,2999.922137
-45.147975,27,3000.112385
-40.294983,20,3000.237637
-58.445469,30,3000.432451
-36.277813,19,3000.557076
-64.775337,35,3000.79959
-42.2207,22,3000.934803
-58.653172,31,3001.125584
-47.86867,23,3001.265418
-38.940507,20,3001.391659
-37.459053,21,3001.537092
-58.234288,31,3001.723815
-41.195006,21,3001.868863
-43.790483,21,3002.014759
-43.716702,21,3002.166921
-37.574014,20,3002.287093
-58.080547,31,3002.515737
-57.10073,30,3002.73131
-39.290435,20,3002.876905
-60.793477,32,3003.071739
-50.074541,23,3003.21239
-48.710805,26,3003.377431
-39.244835,21,3003.512561
-59.225828,32,3003.706895
-39.246992,21,3003.83451
-44.071346,21,3003.968259
-42.72311,20,3004.09494
-35.94976,19,3004.207821
-41.295829,21,3004.335179
-39.165175,20,3004.460176
-43.597304,22,3004.610648
-41.016209,21,3004.736537
-38.83544,21,3004.877787
-61.252441,32,3005.094501
-41.073548,21,3005.22089
-43.739738,21,3005.355449
-37.267771,20,3005.477756
-67.714055,38,3005.799134
-39.322232,21,3005.937808
-39.259091,21,3006.064459
-50.900941,24,3006.2119
-40.510252,21,3006.350566
-59.977396,33,3006.563514
-40.747343,20,3006.687607
-60.497426,32,3006.882015
-42.220399,20,3007.008728
-37.5547,20,3007.157001
-59.584832,32,3007.351543
-45.40202,21,3007.477957
-40.415115,22,3007.621521
-58.735707,31,3007.81374
-55.632557,28,3008.013319
-41.024856,21,3008.138924
-46.040337,22,3008.281159
-37.377611,20,3008.411216
-58.284987,31,3008.598829
-58.892272,32,3008.794142
-39.079309,20,3008.921615
-59.1188,32,3009.200751
-42.087692,21,3009.345737
-42.168117,22,3009.483958
-60.47863,33,3009.707699
-47.703701,23,3009.8523
-43.024626,22,3009.991175
-37.420889,19,3010.109547
-54.187451,28,3010.324644
-37.578024,20,3010.449419
-57.811058,31,3010.640073
-63.320354,38,3010.898767
-43.562286,21,3011.03428
-37.509072,20,3011.176506
-58.102233,31,3011.374249
-43.634947,21,3011.507068
-40.291128,21,3011.649939
-54.16958,28,3011.837428
-43.09158,22,3011.97737
-46.272862,25,3012.142009
-38.008703,19,3012.271759
-58.139048,31,3012.536484
-57.833368,31,3012.727169
-40.946625,21,3012.858512
-46.975285,22,3013.000189
-56.517513,30,3013.196507
-37.721578,20,3013.319456
-59.443769,31,3013.52464
-40.906382,21,3013.660084
-42.486608,21,3013.817524
-58.282549,32,3014.017736
-43.206408,22,3014.149266
-37.796481,19,3014.269419
-59.338005,31,3014.473399
-53.683418,28,3014.646005
-56.772202,30,3014.843229
-43.658109,22,3014.983243
-56.506227,28,3015.163342
-39.180503,19,3015.279563
-55.950363,28,3015.447206
-58.049115,30,3015.675415
-58.073847,31,3015.914774
-39.094866,21,3016.052519
-59.285283,32,3016.256828
-62.225001,37,3016.504591
-48.394356,22,3016.637223
-37.102664,19,3016.753983
-58.614121,32,3016.951318
-40.571707,20,3017.078232
-49.78279,25,3017.263776
-39.057213,20,3017.388669
-56.279369,30,3017.570038
-59.622803,31,3017.76676
-57.459963,31,3017.951069
-68.82304,40,3018.194786
-42.282469,22,3018.330354
-61.004628,32,3018.536848
-56.473005,30,3018.714036
-43.67272,21,3018.855189
-45.509068,22,3018.984708
-43.481688,22,3019.123683
-57.936583,31,3019.371163
-58.221275,30,3019.551966
-42.391292,21,3019.675446
-40.887891,21,3019.805163
-40.871988,20,3019.93734
-56.877356,29,3020.113065
-57.155673,29,3020.293152
-51.901032,25,3020.455741
-50.519794,26,3020.618912
-38.782183,19,3020.731526
-53.749047,28,3020.90104
-42.279923,21,3021.037112
-46.95062,23,3021.18727
-38.823991,21,3021.311997
-60.338799,32,3021.52491
-43.960021,21,3021.653095
-37.461086,19,3021.789191
-56.055898,30,3021.968268
-37.524109,20,3022.08465
-61.091781,32,3022.342222
-49.60985,23,3022.500933
-44.59726,22,3022.636887
-45.645333,22,3022.776898
-40.508778,21,3022.9172
-55.943975,30,3023.118063
-57.409918,31,3023.302738
-44.087284,22,3023.433637
-39.149418,21,3023.562588
-59.868873,32,3023.771887
-50.756434,24,3023.924281
-52.212934,26,3024.089106
-42.597804,21,3024.222222
-43.729372,22,3024.383057
-38.912852,21,3024.512666
-42.090713,21,3024.636901
-40.404544,20,3024.763797
-57.172985,29,3024.955319
-58.70528,29,3025.130127
-43.690302,22,3025.259545
-38.734554,20,3025.400431
-55.593282,28,3025.631364
-39.019825,20,3025.752932
-57.925786,30,3025.938369
-37.783962,20,3026.064394
-58.059377,31,3026.26009
-56.244239,31,3026.450977
-44.009215,21,3026.576993
-50.91697,27,3026.757779
-42.094162,22,3026.898282
-37.329068,20,3027.018365
-59.378157,31,3027.207655
-56.820736,31,3027.413036
-44.031568,22,3027.546462
-43.999329,22,3027.678648
-42.998247,22,3027.810772
-43.850853,22,3027.952447
-49.702078,23,3028.096796
-44.333654,23,3028.235881
-46.463166,26,3028.394479
-37.559234,20,3028.530527
-58.709385,32,3028.832174
-56.802754,29,3029.021225
-39.039937,21,3029.153197
-55.820134,28,3029.337162
-42.135809,21,3029.465538
-42.315753,21,3029.591078
-39.245205,20,3029.70708
-56.783257,30,3029.904876
-59.209026,31,3030.095826
-42.257542,21,3030.22256
-39.365679,20,3030.347936
-57.890949,30,3030.589462
-42.412076,21,3030.719028
-57.790628,31,3030.910216
-58.040452,31,3031.098575
-56.319982,30,3031.299493
-43.476821,22,3031.441135
-43.45556,22,3031.580654
-55.326183,29,3031.75845
-42.266308,22,3031.904789
-56.641056,30,3032.148285
-61.550093,35,3032.354861
-56.824624,29,3032.525145
-46.403835,22,3032.662339
-40.641812,21,3032.803452
-40.684921,21,3032.928335
-57.272828,30,3033.117287
-58.680677,31,3033.321397
-54.03819,28,3033.491776
-54.284985,27,3033.654598
-36.342862,19,3033.766351
-56.798778,30,3033.971694
-56.360405,31,3034.158912
-43.60702,22,3034.288459
-43.570028,23,3034.444082
-40.472421,20,3034.573101
-56.404556,30,3034.806123
-42.235967,21,3034.942366
-42.194142,22,3035.075855
-56.876465,30,3035.321818
-43.787353,22,3035.470019
-54.391958,28,3035.659858
-42.285344,21,3035.790531
-50.218274,25,3035.951233
-41.706889,21,3036.087125
-42.823654,22,3036.218885
-43.897563,22,3036.357041
-56.856756,30,3036.572905
-58.107633,30,3036.747802
-39.103129,20,3036.870428
-58.991735,32,3037.077411
-42.185652,21,3037.215176
-39.280017,20,3037.358842
-55.812707,31,3037.54905
-45.256306,23,3037.686021
-40.506213,22,3037.825823
-56.909583,32,3038.066665
-45.06501,22,3038.210418
-43.365145,22,3038.356786
-40.982702,21,3038.492753
-58.050839,32,3038.737971
-48.369784,23,3038.885274
-37.595629,20,3039.005216
-58.388955,30,3039.206631
-43.819043,21,3039.337962
-43.836492,22,3039.477889
-57.19353,30,3039.663359
-55.156492,30,3039.859707
-55.134939,30,3040.047497
-43.140605,22,3040.196491
-46.87314,25,3040.346789
-56.038801,30,3040.549911
-56.071578,30,3040.736702
-53.993282,28,3040.918354
-54.598741,29,3041.093923
-58.180867,31,3041.289778
-39.277561,21,3041.420938
-42.574576,23,3041.558198
-61.189512,32,3041.773206
-43.674911,21,3041.909494
-38.978045,21,3042.102523
-54.644818,30,3042.287356
-57.692795,31,3042.490988
-61.087699,35,3042.726793
-43.750765,22,3042.867679
-47.745793,23,3043.014451
-44.443441,22,3043.152168
-47.223855,24,3043.315506
-40.893623,20,3043.452703
-59.369306,31,3043.641876
-45.235651,22,3043.779943
-42.462261,20,3043.919187
-56.813164,30,3044.117968
-53.450871,26,3044.279583
-54.744246,27,3044.455953
-40.942508,21,3044.594147
-37.663693,20,3044.725807
-57.83374,30,3044.901591
-41.617714,21,3045.032486
-39.145432,20,3045.153707
-54.440454,27,3045.38746
-45.607301,23,3045.530557
-39.219266,21,3045.654156
-55.133723,29,3045.857115
-43.523033,22,3045.989159
-43.702951,21,3046.119415
-40.873713,21,3046.239483
-44.097717,22,3046.381211
-45.354768,22,3046.52623
-46.59462,22,3046.657237
-52.705337,26,3046.812712
-44.926715,22,3046.953658
-38.841532,21,3047.090487
-59.928543,31,3047.323253
-58.36957,30,3047.510291
-37.678489,20,3047.635017
-56.81396,29,3047.819234
-42.017547,21,3047.948923
-50.745791,24,3048.091914
-51.79308,25,3048.253624
-40.430418,21,3048.456898
-56.376505,28,3048.638886
-42.072439,21,3048.769805
-55.047378,29,3048.965286
-40.692736,21,3049.096958
-43.608956,22,3049.229315
-40.689324,21,3049.360224
-58.362175,30,3049.566973
-54.600613,27,3049.73399
-45.330275,23,3049.877433
-38.970479,20,3050.001441
-39.284829,20,3050.136831
-42.317898,22,3050.291507
-42.194702,20,3050.41754
-45.302868,22,3050.560726
-43.765584,22,3050.702404
-66.498437,37,3050.943818
-42.218756,21,3051.07312
-38.784411,21,3051.204345
-38.876328,21,3051.349763
-57.493115,31,3051.615337
-43.938876,21,3051.747989
-39.064117,20,3051.891344
-43.456482,22,3052.030686
-39.191376,20,3052.180245
-43.76793,22,3052.314784
-52.543644,25,3052.477772
-46.645087,22,3052.650028
-39.934754,21,3052.794856
-40.464335,21,3052.928482
-58.498268,29,3053.108447
-45.238192,22,3053.252385
-43.516953,22,3053.402603
-58.732965,32,3053.59645
-45.70589,23,3053.738624
-41.97312,21,3053.881927
-60.600024,33,3054.098249
-54.737334,27,3054.264375
-38.688134,20,3054.385927
-58.939624,32,3054.645991
-43.608388,22,3054.797329
-42.792834,21,3054.938792
-46.796355,23,3055.086432
-39.094383,20,3055.212971
-58.215316,30,3055.422793
-44.710953,22,3055.556956
-36.125724,19,3055.67219
-55.830436,29,3055.874774
-43.669619,21,3056.005267
-49.667344,23,3056.146472
-43.878925,21,3056.270628
-42.274023,20,3056.412613
-39.939065,21,3056.562535
-44.649293,22,3056.697035
-40.742228,21,3056.827949
-43.906539,21,3056.953044
-41.887473,22,3057.094332
-55.141753,29,3057.267545
-43.996664,22,3057.396408
-43.679103,22,3057.534287
-56.028676,30,3057.786413
-43.811518,21,3057.916175
-37.650243,19,3058.037822
-57.475737,31,3058.267819
-42.027742,21,3058.401568
-40.971293,21,3058.528532
-42.405886,21,3058.660125
-40.495364,21,3058.802597
-57.780535,30,3059.001281
-53.571969,28,3059.176647
-39.062886,20,3059.296859
-56.334849,30,3059.502912
-56.890619,30,3059.689731
-55.979476,30,3059.878954
-43.664383,22,3060.014496
-40.630088,21,3060.182687
-57.6193,31,3060.392922
-56.511351,29,3060.573817
-54.255495,29,3060.749563
-39.035148,20,3060.880655
-58.303524,33,3061.161672
-47.769105,22,3061.302217
-38.817252,20,3061.437364
-52.114599,25,3061.59956
-40.518056,20,3061.725229
-40.783295,21,3061.854709
-42.858682,22,3061.988026
-47.411164,25,3062.152842
-43.444385,22,3062.289005
-37.691236,19,3062.402147
-55.024636,29,3062.57522
-56.710548,30,3062.772393
-57.2502,31,3062.957438
-63.582218,33,3063.14994
-37.441234,20,3063.360176
-45.130177,22,3063.517619
-45.725217,22,3063.651952
-40.476103,21,3063.782367
-37.491011,20,3063.90626
-61.023443,36,3064.218109
-54.078999,28,3064.3978
-55.881716,29,3064.573497
-42.254048,22,3064.706862
-42.453417,21,3064.841049
-43.235381,21,3064.992347
-38.977087,21,3065.122763
-40.49886,21,3065.252905
-40.53479,21,3065.38714
-41.774713,21,3065.528031
-43.80174,21,3065.6572
-42.433053,21,3065.786244
-37.530379,20,3065.914841
-56.44837,30,3066.109792
-42.352064,21,3066.235967
-40.599893,21,3066.365747
-54.762566,29,3066.566171
-40.928119,21,3066.693964
-48.142967,22,3066.829476
-37.33063,20,3066.951348
-56.162797,28,3067.191561
-39.049644,21,3067.349797
-56.312174,29,3067.529748
-37.631927,19,3067.653404
-40.886413,21,3067.785474
-38.968105,21,3067.924512
-55.644977,28,3068.093991
-37.703472,19,3068.208858
-43.658983,22,3068.35033
-42.518381,21,3068.494827
-58.703069,31,3068.681603
-65.749061,39,3068.93224
-40.567559,21,3069.0632
-41.761126,21,3069.209751
-55.078956,29,3069.391794
-56.441339,29,3069.565928
-48.124103,23,3069.715292
-37.613163,20,3069.865528
-44.2552,23,3070.003332
-47.282504,25,3070.158872
-47.889081,23,3070.322903
-42.280303,21,3070.510398
-73.260108,42,3070.771577
-53.141949,27,3070.944669
-44.205715,23,3071.092448
-49.818641,26,3071.266746
-36.202848,19,3071.392459
-55.307936,29,3071.566202
-39.480907,21,3071.700177
-55.012574,29,3071.892745
-43.711488,22,3072.02702
-45.219423,23,3072.167169
-40.4132,20,3072.296401
-41.950561,21,3072.43786
-42.957592,22,3072.573958
-43.867898,24,3072.719455
-48.966214,24,3072.882523
-43.427246,22,3073.029834
-43.548914,23,3073.16804
-61.037537,32,3073.362742
-45.362418,23,3073.513547
-37.373561,20,3073.681291
-56.906355,30,3073.864376
-57.966946,29,3074.040512
-44.709884,23,3074.186526
-39.027479,21,3074.319311
-57.993166,30,3074.514786
-40.946958,21,3074.640618
-37.624277,20,3074.767052
-55.451377,31,3074.962898
-44.619037,23,3075.101558
-37.364528,20,3075.223341
-43.830819,22,3075.36501
-46.879494,22,3075.528178
-35.822187,19,3075.642062
-56.268567,31,3075.830697
-44.317643,23,3075.993924
-51.385299,25,3076.152916
-46.181291,23,3076.294611
-47.843387,26,3076.458086
-38.80347,19,3076.578485
-56.456208,30,3076.838016
-55.808104,31,3077.026019
-40.935707,20,3077.148431
-40.34631,21,3077.287231
-54.294954,30,3077.49738
-43.825556,21,3077.625073
-39.066658,20,3077.741235
-39.016692,21,3077.869013
-43.539975,22,3078.007075
-44.923064,22,3078.133627
-49.637874,23,3078.270993
-47.979733,23,3078.413195
-38.326579,21,3078.541518
-57.022698,30,3078.717831
-55.647395,30,3078.895475
-42.316369,23,3079.047208
-56.599324,30,3079.229657
-38.678621,21,3079.356107
-56.205232,29,3079.527864
-44.319752,23,3079.677876
-50.575174,26,3079.90415
-44.068,22,3080.036169
-59.723864,30,3080.221298
-42.301078,22,3080.365773
-44.326897,22,3080.516197
-42.606659,22,3080.647125
-48.71516,23,3080.7883
-37.351495,19,3080.914061
-57.306897,30,3081.126766
-58.019957,29,3081.29836
-37.669643,20,3081.427041
-56.690832,29,3081.621879
-40.493782,20,3081.748229
-37.54828,20,3081.876459
-56.604162,30,3082.065962
-38.990886,21,3082.212365
